Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Umberpillar
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Rock
appliedenergistics2:facade:0, Cable Facade - Red Petrified Bark
appliedenergistics2:facade:0, Cable Facade - Brown Petrified Bark
appliedenergistics2:facade:0, Cable Facade - Petrified Heartwood
appliedenergistics2:facade:0, Cable Facade - Dust
appliedenergistics2:facade:0, Cable Facade - Dung
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Petrified Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Jade Ore
appliedenergistics2:facade:0, Cable Facade - Volcanic Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Ore
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Ore
appliedenergistics2:facade:0, Cable Facade - Temple Ore
appliedenergistics2:facade:0, Cable Facade - Block of Jade
appliedenergistics2:facade:0, Cable Facade - Amber
appliedenergistics2:facade:0, Cable Facade - Amber Bricks
appliedenergistics2:facade:0, Cable Facade - Amber Glass
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Quicksand
appliedenergistics2:facade:0, Cable Facade - Red Gem
appliedenergistics2:facade:0, Cable Facade - Red Gem Lamp
appliedenergistics2:facade:0, Cable Facade - Red Gem Lamp
appliedenergistics2:facade:0, Cable Facade - Swamp Vent
appliedenergistics2:facade:0, Cable Facade - Ghost sand
appliedenergistics2:facade:0, Cable Facade - Jadeberry Bush
appliedenergistics2:facade:0, Cable Facade - Heartberry Bush
appliedenergistics2:facade:0, Cable Facade - Swampberry Bush
appliedenergistics2:facade:0, Cable Facade - Black Petal Block
appliedenergistics2:facade:0, Cable Facade - Red Petal Block
appliedenergistics2:facade:0, Cable Facade - Brown Petal Block
appliedenergistics2:facade:0, Cable Facade - Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Purple Petal Block
appliedenergistics2:facade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Pink Petal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:facade:0, Cable Facade - Orange Petal Block
appliedenergistics2:facade:0, Cable Facade - White Petal Block
appliedenergistics2:facade:0, Cable Facade - Exploding Stigma
appliedenergistics2:facade:0, Cable Facade - Stem
appliedenergistics2:facade:0, Cable Facade - Black Stigma
appliedenergistics2:facade:0, Cable Facade - Red Stigma
appliedenergistics2:facade:0, Cable Facade - Brown Stigma
appliedenergistics2:facade:0, Cable Facade - Blue Stigma
appliedenergistics2:facade:0, Cable Facade - Purple Stigma
appliedenergistics2:facade:0, Cable Facade - Cyan Stigma
appliedenergistics2:facade:0, Cable Facade - Light Gray Stigma
appliedenergistics2:facade:0, Cable Facade - Gray Stigma
appliedenergistics2:facade:0, Cable Facade - Pink Stigma
appliedenergistics2:facade:0, Cable Facade - Yellow Stigma
appliedenergistics2:facade:0, Cable Facade - Light Blue Stigma
appliedenergistics2:facade:0, Cable Facade - Magenta Stigma
appliedenergistics2:facade:0, Cable Facade - Orange Stigma
appliedenergistics2:facade:0, Cable Facade - White Stigma
appliedenergistics2:facade:0, Cable Facade - Rainbow Stigma
appliedenergistics2:facade:0, Cable Facade - Moss
appliedenergistics2:facade:0, Cable Facade - Mould
appliedenergistics2:facade:0, Cable Facade - Cultivated Moss
appliedenergistics2:facade:0, Cable Facade - Cultivated Mould
appliedenergistics2:facade:0, Cable Facade - Dark Capped Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Sarcastic Czech Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Grandma's Shoes Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Dutch Cap Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Kaizer's Fingers Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Glowshroom
appliedenergistics2:facade:0, Cable Facade - Silk
appliedenergistics2:facade:0, Cable Facade - Mirbrick
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Planks
appliedenergistics2:facade:0, Cable Facade - Reinforced Exo Blocks
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Temple Brick
appliedenergistics2:facade:0, Cable Facade - Temple Pillar
appliedenergistics2:facade:0, Cable Facade - Temple Tile
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Gneiss
appliedenergistics2:facade:0, Cable Facade - Carved Gneiss
appliedenergistics2:facade:0, Cable Facade - Layered Gneiss
appliedenergistics2:facade:0, Cable Facade - Gneiss Brick
appliedenergistics2:facade:0, Cable Facade - Smooth Gneiss
appliedenergistics2:facade:0, Cable Facade - Gneiss Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Gneiss Tiles
appliedenergistics2:facade:0, Cable Facade - Gneiss Vent
appliedenergistics2:facade:0, Cable Facade - Hollow Acacia Log
appliedenergistics2:facade:0, Cable Facade - Balsam Wood Resinless
appliedenergistics2:facade:0, Cable Facade - Petrified Crafting Table
appliedenergistics2:facade:0, Cable Facade - Mucus Bomb
appliedenergistics2:facade:0, Cable Facade - Velocity Block
appliedenergistics2:facade:0, Cable Facade - Lightning Velocity Block
appliedenergistics2:facade:0, Cable Facade - Giant Lily Pad
appliedenergistics2:facade:0, Cable Facade - Wasp Nest
appliedenergistics2:facade:0, Cable Facade - Antlion Egg
appliedenergistics2:facade:0, Cable Facade - Tarantula Egg
appliedenergistics2:facade:0, Cable Facade - Capstone
appliedenergistics2:facade:0, Cable Facade - Mud Capstone
appliedenergistics2:facade:0, Cable Facade - Iron Capstone
appliedenergistics2:facade:0, Cable Facade - Gold Capstone
appliedenergistics2:facade:0, Cable Facade - Jade Capstone
appliedenergistics2:facade:0, Cable Facade - Active Mud Capstone
appliedenergistics2:facade:0, Cable Facade - Active Iron Capstone
appliedenergistics2:facade:0, Cable Facade - Active Gold Capstone
appliedenergistics2:facade:0, Cable Facade - Active Jade Capstone
appliedenergistics2:facade:0, Cable Facade - Ant Hill (N.Y.I.)
appliedenergistics2:facade:0, Cable Facade - Force Field
appliedenergistics2:facade:0, Cable Facade - Force Lock (N.Y.I.)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood
appliedenergistics2:facade:0, Cable Facade - Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Leaves
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood
appliedenergistics2:facade:0, Cable Facade - Mahogany Leaves
appliedenergistics2:facade:0, Cable Facade - Mossbark Wood
appliedenergistics2:facade:0, Cable Facade - Mossbark Leaves
appliedenergistics2:facade:0, Cable Facade - Asper Wood
appliedenergistics2:facade:0, Cable Facade - Asper Leaves
appliedenergistics2:facade:0, Cable Facade - Cypress Wood
appliedenergistics2:facade:0, Cable Facade - Cypress Leaves
appliedenergistics2:facade:0, Cable Facade - Balsam Wood
appliedenergistics2:facade:0, Cable Facade - Balsam Leaves
appliedenergistics2:facade:0, Cable Facade - Rotten Wood
appliedenergistics2:facade:0, Cable Facade - Marshwood Wood
appliedenergistics2:facade:0, Cable Facade - Marshwood Leaves
appliedenergistics2:facade:0, Cable Facade - Scorched Wood
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Loom
appliedenergistics2:facade:0, Cable Facade - Fletching Table
appliedenergistics2:facade:0, Cable Facade - Smithing Table
appliedenergistics2:facade:0, Cable Facade - Cartography Table
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Log
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Log
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Log
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Log
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Log
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Log
appliedenergistics2:facade:0, Cable Facade - Smooth Stone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Quartz
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Blue Ice
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Soil
appliedenergistics2:facade:0, Cable Facade - Netherite Block
appliedenergistics2:facade:0, Cable Facade - Ancient Debris
appliedenergistics2:facade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Tin Wall Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:facade:0, Cable Facade - Silicon Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Compact Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
